OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
israchz040221B	9	lGP034873.MP4	12474	rGP038375.MP4	13360	30.09506	Time seabed	24.22225	208.78878	4.78489	1.43937	2592.59299	10.68351	33.03021	15.18144	-322.38537	-356.46581	-2547.65347	Serranidae	Epinephelus	costae	9224	1	AD	Passing			
israchz040221B	10	lGP034873.MP4	23448	rGP038375.MP4	24334	33.14645	Time seabed	27.27364	80.27944	3.18324	1.80220	2089.43497	22.55707	35.92590	15.35923	565.11929	-568.38869	-1929.58881	Labridae	Thalassoma	pavo	2500	1	AD	Passing			
israchz040221B	11	lGP034873.MP4	30843	rGP038375.MP4	31729	35.20267	Time seabed	29.32986	128.79884	1.51950	1.32112	2203.56183	9.98677	10.59821	7.67058	78.10840	-374.07563	-2170.17309	Tetraodontidae	Torquigener	flavimaculosus	26639	2	AD	Passing			
israchz040221B	12	lGP034873.MP4	30937	rGP038375.MP4	31823	35.22880	Time seabed	29.35599	121.29263	4.96633	0.92758	2967.70047	19.25404	23.27615	23.95663	-915.52438	-345.70661	-2801.70451	Tetraodontidae	Torquigener	flavimaculosus	26639	1	AD	Passing			
israchz040221B	13	lGP044873.MP4	7265	rGP048375.MP4	8151	37.52221	Time seabed	31.64940	177.60086	4.46921	0.89375	2255.96677	25.39446	43.91443	0.32034	-927.64081	-274.72528	-2037.98788	Sparidae	Pagrus	caeruleostictus	4540	1	AD	Passing			
israchz040221B	16	lGP074873.MP4	12477	rGP078375.MP4	13363	65.59803	Time seabed	59.72522	423.99431	2.01539	1.57537	2638.37992	5.44672	8.11318	4.63229	-240.50862	-69.80916	-2626.46738	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221B	17	lGP074873.MP4	13002	rGP078375.MP4	13888	65.74401	Time seabed	59.87120	478.63559	3.81843	0.21569	2047.75170	7.93796	41.35293	4.95514	-134.71013	-248.64989	-2028.13053	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221B	18	lGP074873.MP4	13100	rGP078375.MP4	13986	65.77126	Time seabed	59.89845	499.44134	4.53689	2.16283	2671.10839	8.63636	26.45915	0.75754	393.26491	-78.89757	-2640.82145	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221B	19	lGP074873.MP4	13112	rGP078375.MP4	13998	65.77460	Time seabed	59.90179	355.19451	2.54112	1.46031	2187.80883	27.81911	1.18256	10.18622	-999.41241	-208.89402	-1934.95364	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221B	20	lGP074873.MP4	13157	rGP078375.MP4	14043	65.78711	Time seabed	59.91430	480.35889	1.75872	3.16822	1786.89720	9.52962	20.76422	10.34802	-142.03173	-259.50891	-1762.23827	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221C	0	lGOPR3261.MP4	21617	rGOPR3619.MP4	20891	6.01073	Time seabed	0.54694	190.66791	3.32923	2.03292	1908.69253	23.39081	47.17701	6.18839	567.61312	-501.99966	-1751.83301	Sparidae	Pagrus	caeruleostictus	4540	1	AD	Passing			
israchz040221C	1	lGP013261.MP4	13898	rGP013619.MP4	13172	12.73995	Time seabed	7.27616	730.04309	13.62250	4.52990	3399.89538	24.85147	81.73733	2.38019	-1420.62189	-153.26313	-3085.06604	Fistulariidae	Fistularia	commersonii	5444	1	AD	Passing			
israchz040221C	2	lGP033261.MP4	2825	rGP033619.MP4	2099	27.41211	Time seabed	21.94832	437.16129	7.01636	1.09597	2873.57922	24.74706	41.00862	2.74804	-1169.17013	-282.93574	-2609.68314	Serranidae	Epinephelus	costae	9224	1	AD	Passing			
israchz040221C	3	lGP033261.MP4	2919	rGP033619.MP4	2193	27.43824	Time seabed	21.97445	361.67077	8.93765	1.39983	3407.37558	21.83728	34.72600	7.62542	-1232.67093	-294.86676	-3162.87595	Serranidae	Epinephelus	costae	9224	1	AD	Passing			
israchz040221C	4	lGP063261.MP4	29184	rGP063619.MP4	28458	61.36797	Time seabed	55.90418	423.88283	1.46306	5.46007	1662.53905	22.25939	2.95130	6.50469	615.83340	-131.75720	-1538.64400	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221C	5	lGP063261.MP4	29634	rGP063619.MP4	28908	61.49310	Time seabed	56.02931	461.87410	1.27078	2.71126	1801.91571	5.70178	10.85539	4.29714	143.43683	-107.11949	-1793.00071	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221C	6	lGP063261.MP4	29915	rGP063619.MP4	29189	61.57123	Time seabed	56.10744	486.42274	1.35825	1.88859	1763.87493	15.64298	11.76808	3.08851	305.90721	-364.18489	-1698.54200	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221C	7	lGP063261.MP4	30059	rGP063619.MP4	29333	61.61127	Time seabed	56.14748	351.31672	2.25406	0.45384	1574.15859	20.97853	41.32145	0.93244	-558.99282	-71.73766	-1469.81496	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221C	8	lGP063261.MP4	30077	rGP063619.MP4	29351	61.61628	Time seabed	56.15249	550.48402	1.57622	0.28669	2066.98461	13.99333	7.92781	3.37777	-333.06888	-372.66688	-2005.64451	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221C	9	lGP083261.MP4	12112	rGP083619.MP4	11386	74.37208	Time extra	8.90167	233.44398	1.78804	0.38889	1858.49202	17.22813	14.35027	0.00656	-532.43533	-139.64113	-1775.10719	Balistidae	Balistes	capriscus	7327	1	AD	Passing			
israchz040221D	2	lGP084874.MP4	11651	rGP088376.MP4	12634	74.24389	Time seabed	58.16672	238.06780	0.34639	0.81989	655.44735	3.75837	10.66641	2.83945	41.16733	-12.29402	-654.03772	Tetraodontidae	Lagocephalus	guentheri	28209	1	AD	Passing			
israchz040221D	3	lGP084874.MP4	14334	rGP088376.MP4	15317	74.98992	Time seabed	58.91274	397.22578	0.58357	10.28575	992.48167	14.38062	9.45007	20.35049	231.85210	-83.69236	-961.38444	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221E	0	rGP013620.MP4	31528	lGP013262.MP4	30573	17.64207	Time seabed	1.35357	67.79787	1.04745	5.81909	2075.99581	14.78612	12.01745	82.21398	-498.77254	-178.69822	-2007.24974	Sparidae	Pagellus	erythrinus	893	1	J	Passing			
israchz040221E	1	rGP023620.MP4	498	lGP013262.MP4	31463	17.88954	Time seabed	1.60104	205.10324	3.69855	3.63255	2398.71688	16.17491	83.41697	62.36063	-495.19183	-448.65600	-2303.76551	Synodontidae	Saurida	undosquamis	1055	1	AD	Passing			
israchz040221E	2	rGP063620.MP4	1197	lGP063262.MP4	242	53.58603	Time seabed	37.29754	362.81749	1.11515	7.82576	1282.10799	15.12148	75.08105	63.94565	-289.45419	-167.56791	-1237.71490	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221E	3	rGP063620.MP4	1272	lGP063262.MP4	317	53.60689	Time seabed	37.31839	364.06367	2.19569	5.06080	2291.01233	9.55101	54.49774	72.69881	-198.84495	-323.98332	-2259.25496	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221E	4	rGP063620.MP4	1374	lGP063262.MP4	419	53.63525	Time seabed	37.34675	443.31312	0.86048	10.58025	1355.98699	12.83498	55.34985	77.24963	-278.70453	-114.27896	-1322.10621	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221E	5	rGP063620.MP4	1424	lGP063262.MP4	469	53.64915	Time seabed	37.36066	392.09001	3.46544	6.19829	1859.99709	9.14054	76.96174	41.41626	250.43121	-156.80694	-1836.37822	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221E	6	rGP063620.MP4	1472	lGP063262.MP4	517	53.66250	Time seabed	37.37400	376.34554	0.61376	17.81652	1103.57313	9.43660	15.30631	75.53547	79.57671	-162.49909	-1088.63917	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221E	7	rGP063620.MP4	1753	lGP063262.MP4	798	53.74063	Time seabed	37.45214	444.09731	1.07777	14.98391	1410.99266	3.14292	57.52858	69.32155	-75.78748	-15.51938	-1408.87036	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz040221E	9	rGP063620.MP4	13552	lGP063262.MP4	12597	57.02141	Time seabed	40.73291	152.19542	1.84738	2.60376	2217.81412	16.09033	58.97587	77.30839	-476.14993	388.72064	-2130.93336	Sparidae	Boops	boops	203	1	AD	Passing			
israchz040221F	0	lGP074875.MP4	8828	rGP078377.MP4	9861	64.58341	Time seabed	49.52169	171.75752	0.89602	2.43426	913.86645	7.42295	45.05912	3.38665	74.36132	-91.70464	-906.20778	Tetraodontidae	Lagocephalus	suezensis	55076	1	AD	Passing	1		
israchz040221F	1	lGP074875.MP4	27956	rGP078377.MP4	28989	69.90205	Time seabed	54.84034	135.77387	1.11806	6.89360	1679.58160	9.56907	13.89562	31.83211	126.67771	248.81662	-1656.21176	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
israchz040221F	2	lGP074875.MP4	27956	rGP078377.MP4	28989	69.90205	Time seabed	54.84034	148.58466	0.80305	3.50354	1653.92245	6.85290	2.33034	44.07859	163.53865	110.45814	-1642.10644	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
israchz040221F	3	lGP074875.MP4	27956	rGP078377.MP4	28989	69.90205	Time seabed	54.84034	154.79692	1.71800	5.46776	1863.01464	21.30665	14.75881	17.99390	567.15232	369.58236	-1735.67585	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
israchz040221F	4	lGP074875.MP4	27956	rGP078377.MP4	28989	69.90205	Time seabed	54.84034	150.19435	0.97170	1.89942	1428.67270	13.93232	10.44069	5.09105	339.44672	-55.71987	-1386.64231	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
israchz040221F	6	lGP074875.MP4	28148	rGP078377.MP4	29181	69.95544	Time seabed	54.89373	158.23600	0.87967	3.88672	1360.29039	5.52057	15.43092	19.47906	42.95091	-123.61484	-1353.98100	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
israchz040221F	7	lGP074875.MP4	30095	rGP078377.MP4	31128	70.49682	Time seabed	55.43510	189.58607	0.81520	2.59172	1748.43074	6.69140	2.17670	0.83455	4.32505	-203.68423	-1736.52068	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz040221F	8	lGP074875.MP4	30298	rGP078377.MP4	31331	70.55326	Time seabed	55.49155	165.76361	0.88456	0.82156	1537.31721	17.39077	10.81025	2.40231	-83.01451	-451.92297	-1467.04412	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz040221F	9	lGP074875.MP4	30388	rGP078377.MP4	31421	70.57829	Time seabed	55.51657	157.00413	2.25655	2.95744	2173.96676	11.08037	19.64292	3.72301	-63.39211	-412.96833	-2133.44090	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz040221F	10	lGP084875.MP4	7406	rGP088377.MP4	8439	73.06355	Time seabed	58.00183	167.18439	0.65392	1.35641	1254.97413	18.43847	7.07141	5.19258	171.20493	-358.11021	-1190.54862	Tetraodontidae	Lagocephalus	guentheri	28209	2	AD	Passing			
israchz040221G	1	lGP043263.MP4	29758	rGP043621.MP4	30608	43.77651	Time seabed	33.72119	138.01799	0.68926	2.04294	1183.84026	20.41300	4.96666	12.83849	328.84652	-249.70158	-1109.49847	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz040221G	2	lGP073263.MP4	9282	rGP073621.MP4	10132	64.70964	Time seabed	54.65432	153.66641	0.45333	1.23799	860.53836	15.56418	10.17066	6.56401	141.60669	-182.37676	-828.98283	Sparidae	Pagellus	acarne	889	1	AD	Passing			
israchz040221H	1	lGP034876.MP4	16836	rGP038378.MP4	18036	31.30794	Time seabed	21.00070	332.49216	0.92128	6.84394	1066.19811	19.36004	85.90375	57.68225	280.64394	214.85942	-1005.90895	Synodontidae	Saurida	undosquamis	1055	1	AD	Passing			
israchz040221H	2	lGP054876.MP4	2543	rGP058378.MP4	3743	45.08476	Time seabed	34.77752	119.64605	0.85059	2.34579	1234.80602	5.37868	27.46349	47.61353	-32.55912	-111.07435	-1229.36906	Sparidae	Dentex	macrophthalmus	438	1	AD	Passing			
israchz040221H	9	lGP054876.MP4	20464	rGP058378.MP4	21664	50.06780	Time seabed	39.76055	262.98264	0.38505	2.13110	607.83477	5.37844	35.88167	30.01759	36.74286	-43.54382	-605.15866	Scombridae	Scomber	colias	54736	1	AD	Passing			
israchz040221H	10	lGP054876.MP4	23240	rGP058378.MP4	24440	50.83968	Time seabed	40.53244	214.86153	0.91797	7.14994	1655.34081	13.16792	4.25362	6.95328	-228.46804	300.00653	-1611.81625	Scombridae	Scomber	colias	54736	1	AD	Passing			
israchz040221H	11	lGP054876.MP4	23252	rGP058378.MP4	24452	50.84301	Time seabed	40.53577	239.56141	1.07395	0.65145	1714.26503	7.11678	10.38068	2.40928	94.05681	190.42109	-1701.05782	Scombridae	Scomber	colias	54736	1	AD	Passing			
israchz040221H	12	lGP074876.MP4	4893	rGP078378.MP4	6093	63.48926	Time seabed	53.18202	136.40343	0.82205	2.02930	1406.07965	16.90123	11.67137	19.36722	-89.12751	-398.94475	-1345.34730	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz040221H	13	lGP074876.MP4	5023	rGP078378.MP4	6223	63.52541	Time seabed	53.21816	155.49327	0.67079	2.58710	1311.36427	18.36091	7.47759	0.21255	-128.28723	-392.65622	-1244.60424	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz040221H	14	lGP074876.MP4	12475	rGP078378.MP4	13675	65.59748	Time seabed	55.29024	154.33186	0.62852	0.09968	1280.35196	18.08580	3.04477	14.83057	139.90244	-372.03825	-1217.09325	Sparidae	Pagellus	acarne	889	1	AD	Passing			
israchz040221H	16	lGP074876.MP4	12490	rGP078378.MP4	13690	65.60165	Time seabed	55.29441	139.75248	1.20712	5.27664	1255.61440	12.86277	31.40654	15.41761	-240.44506	-142.54130	-1224.10607	Sparidae	Pagellus	acarne	889	1	AD	Passing			
israchz040221H	17	lGP074876.MP4	12687	rGP078378.MP4	13887	65.65642	Time seabed	55.34918	134.38617	1.05113	5.88428	1302.34548	21.69322	23.31821	10.50462	341.72809	-339.06185	-1210.10856	Sparidae	Pagellus	acarne	889	1	AD	Passing			
israchz040221H	18	lGP074876.MP4	12929	rGP078378.MP4	14129	65.72371	Time seabed	55.41647	141.03731	0.89878	2.03855	1282.42969	6.63616	18.21166	3.60550	4.92620	-148.12078	-1273.83746	Sparidae	Pagellus	acarne	889	1	AD	Passing			
israchz040221H	19	lGP074876.MP4	13097	rGP078378.MP4	14297	65.77043	Time seabed	55.46319	142.23412	0.92513	0.93112	1095.73232	5.89971	33.00843	27.64608	-42.16363	-104.43748	-1089.92860	Sparidae	Pagellus	acarne	889	1	AD	Passing			
israchz040221H	20	lGP074876.MP4	13567	rGP078378.MP4	14767	65.90111	Time seabed	55.59387	129.87385	0.95655	2.05700	1229.92922	6.08973	24.57230	22.59392	-0.46148	-130.47725	-1222.98870	Sparidae	Pagellus	acarne	889	1	AD	Passing			
israchz040221H	22	lGP074876.MP4	25385	rGP078378.MP4	26585	69.18717	Time seabed	58.87993	189.08491	0.59445	2.74506	1137.53323	18.35719	10.38793	7.36207	55.75598	-353.88942	-1079.64596	Sparidae	Boops	boops	203	1	AD	Passing			
israchz040221H	24	lGP084876.MP4	1932	rGP088378.MP4	3132	71.54147	Time extra	1.05466	131.31225	0.53852	1.34081	953.62848	6.55396	13.56085	3.99080	-81.31487	-72.35579	-947.39634	Sparidae	Dentex	macrophthalmus	438	1	AD	Passing			
israchz091121A	0	lGP013305.MP4	18331	rGP013661.MP4	17111	13.97257	Time seabed	7.91179	140.16588	18.59340	2.95457	4248.32021	19.51060	56.21517	4.44428	1358.18238	-410.49135	-4004.38036	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz091121A	1	lGP013305.MP4	18544	rGP013661.MP4	17323	14.03180	Time seabed	7.97102	132.92261	9.42101	3.94919	2836.65681	24.66581	86.05047	1.56564	1153.22566	-267.33895	-2577.83287	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz091121A	2	lGP023305.MP4	5234	rGP023661.MP4	4013	19.20641	Time seabed	13.14563	46.49282	3.29037	4.25890	2382.07563	29.73518	4.30070	7.26130	1136.54512	-322.77596	-2068.42094	Labridae	Thalassoma	pavo	2500	1	AD	Passing			
israchz091121A	3	lGP023305.MP4	6223	rGP023661.MP4	5002	19.48141	Time seabed	13.42063	34.64951	3.17492	0.51817	2943.39905	18.47343	1.05136	25.12446	883.27268	-299.47145	-2791.72782	Labridae	Thalassoma	pavo	2500	1	AD	Passing			
israchz091121A	5	lGP023305.MP4	31710	rGP023661.MP4	30490	26.56821	Time seabed	20.50743	180.61821	4.82204	6.56319	2128.02003	30.37139	70.84175	4.47398	977.04409	-450.57469	-1835.98381	Sparidae	Diplodus	sargus sargus	1753	1	AD	Passing			
israchz091121A	6	lGP023305.MP4	31785	rGP023661.MP4	30565	26.58906	Time seabed	20.52829	124.75373	2.31895	2.79300	1865.59944	25.73872	26.87026	11.98551	674.01611	-449.53063	-1680.50164	Sparidae	Diplodus	sargus sargus	1753	1	AD	Passing			
israchz091121A	7	lGP023305.MP4	31785	rGP023661.MP4	30565	26.58906	Time seabed	20.52829	140.67969	3.57268	2.81112	2005.98591	24.81888	44.77479	5.88677	701.94468	-465.04045	-1820.71154	Sparidae	Diplodus	sargus sargus	1753	1	AD	Passing			
israchz091121A	9	lGP043305.MP4	5607	rGP043661.MP4	4386	37.06119	Time seabed	31.00041	241.62660	16.75114	2.19436	3831.13923	25.98119	86.08482	2.18249	1665.51379	-207.01626	-3443.95642	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
israchz091121A	10	lGP043305.MP4	5607	rGP043661.MP4	4386	37.06119	Time seabed	31.00041	234.10570	22.25017	3.44601	4331.00592	22.08667	87.39666	0.51708	1593.69147	-334.88236	-4013.17998	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
israchz091121A	11	lGP043305.MP4	5607	rGP043661.MP4	4385	37.06119	Time seabed	31.00041	208.44641	27.24171	5.82916	4839.67264	19.61290	73.82442	5.70521	1601.32706	-273.42360	-4558.88390	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
israchz091121A	12	lGP043305.MP4	5718	rGP043661.MP4	4496	37.09205	Time seabed	31.03128	144.68900	17.11528	1.30530	3986.69094	25.20030	70.10038	10.77773	1681.98028	-228.79134	-3607.25679	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
israchz091121A	13	lGP043305.MP4	5718	rGP043661.MP4	4496	37.09205	Time seabed	31.03128	140.82952	26.40945	1.88592	4893.33240	23.40366	72.16266	10.18402	1938.10687	-146.86094	-4490.75446	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
israchz091121A	14	lGP043305.MP4	5796	rGP043661.MP4	4574	37.11374	Time seabed	31.05297	136.07876	19.59438	3.93737	4549.34136	25.11496	50.81667	0.85459	1920.01841	-204.74086	-4119.23746	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
israchz091121A	15	lGP043305.MP4	6021	rGP043661.MP4	4799	37.17631	Time seabed	31.11553	217.52473	25.81170	4.78912	4771.81882	24.08165	77.30061	3.39932	1918.67900	-331.37126	-4356.50305	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
israchz091121A	16	lGP043305.MP4	6021	rGP043661.MP4	4800	37.17631	Time seabed	31.11553	222.98493	26.65085	4.41480	4951.81475	22.87793	65.62657	0.85464	1914.87754	-198.24633	-4562.28141	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
israchz091121A	17	lGP043305.MP4	6021	rGP043661.MP4	4800	37.17631	Time seabed	31.11553	203.01523	20.47462	4.07653	4314.07506	25.38995	75.25039	9.63905	1838.68682	-202.23133	-3897.38078	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
israchz091121A	20	lGP053305.MP4	18344	rGP053661.MP4	17124	49.47832	Time seabed	43.41754	169.08412	14.07773	4.09722	4581.92900	8.77697	32.83411	21.04479	587.65596	378.77573	-4528.27371	Siganidae	Siganus	rivulatus	4545	1	AD	Passing			
israchz091121A	21	lGP053305.MP4	18344	rGP053661.MP4	17124	49.47832	Time seabed	43.41754	116.50220	10.91370	2.67693	4175.23364	9.43553	30.07552	22.05407	643.64967	232.86421	-4118.74560	Siganidae	Siganus	rivulatus	4545	1	AD	Passing			
israchz091121A	22	lGP053305.MP4	18344	rGP053661.MP4	17124	49.47832	Time seabed	43.41754	156.97955	5.42120	1.64364	4146.11185	4.03285	13.38851	18.29825	274.73698	97.69389	-4135.84562	Siganidae	Siganus	rivulatus	4545	1	AD	Passing			
israchz091121A	23	lGP053305.MP4	18344	rGP053661.MP4	17124	49.47832	Time seabed	43.41754	111.69796	13.01063	5.14336	6355.28549	7.77154	12.30065	10.44843	844.43058	159.61328	-6296.91307	Siganidae	Siganus	rivulatus	4545	1	AD	Passing			
