OpCode	ImagePtPair	Lx	Ly	Rx	Ry	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Code	Number
israchz040221C	5	1627.086045	882.49533	1447.58867	909.1682249999999	lGP063261	29634	rGP063619	28908	61.4931	4761.0	1
israchz040221C	6	1865.9590750000002	1220.26168	1651.3357799999999	1269.9813100000001	lGP063261	29915	rGP063619	29189	61.57123	4761.0	1
israchz040221C	7	634.149005	881.90654	362.47219	854.252335	lGP063261	30059	rGP063619	29333	61.61127	4761.0	1
israchz040221C	8	1017.8751299999999	1191.14019	931.173135	1172.672895	lGP063261	30077	rGP063619	29351	61.61628	4761.0	1
israchz040221C	9	758.484785	948.71215	613.304305	924.66729	lGP083261	12112	rGP083619	11386	74.37208	7327.0	1
israchz040221D	0	2227.32424	858.01869	1027.12277	886.42991	lGP084874	11649	rGP088376	12632	74.24334	28209	1
israchz040221D	1	1969.12487	1019.96262	1174.66527	1039.85047	lGP084874	11649	rGP088376	12632	74.24334	28209	1
israchz040221D	2	2305.35152	764.0093449999999	732.747115	787.943925	lGP084874	11651	rGP088376	12634	74.24389	28209.0	1
israchz040221D	3	2345.074505	909.15888	1461.238195	975.925235	lGP084874	14334	rGP088376	15317	74.98992	4761.0	1
israchz040221E	0	1883.18678	564.95327	1938.3840500000001	553.8037400000001	rGP013620	31528	lGP013262	30573	17.64207	893.0	1
israchz040221E	1	1856.311645	321.75701000000004	1820.09339	321.04673	rGP023620	498	lGP013262	31463	17.88954	1055.0	1
israchz040221E	2	1607.3620150000002	451.73832	2113.8300099999997	424.74766	rGP063620	1197	lGP063262	242	53.58603	4761.0	1
israchz040221E	3	1550.41868	437.093455	1554.259185	423.11215000000004	rGP063620	1272	lGP063262	317	53.60689	4761.0	1
israchz040221E	4	1594.70881	601.0	2035.73347	550.07944	rGP063620	1374	lGP063262	419	53.63525	4761.0	1
israchz040221E	5	964.5047199999999	562.53271	1120.674715	539.429905	rGP063620	1424	lGP063262	469	53.64915	4761.0	1
israchz040221E	6	848.36936	461.68224499999997	1543.799055	379.98598	rGP063620	1472	lGP063262	517	53.6625	4761.0	1
israchz040221E	7	1262.62329	745.79439	1674.03987	688.971965	rGP063620	1753	lGP063262	798	53.74063	4761.0	1
israchz040221E	8	1109.40609	1122.24299	1784.69675	1105.19626	rGP063620	1753	lGP063262	798	53.74063	4761	2
israchz040221E	9	1834.06191	1202.5046750000001	1874.037775	1150.65421	rGP063620	13552	lGP063262	12597	57.02141	203.0	1
israchz040221E	10	1733.33578	1471.70093	1686.7723	1421.98131	rGP063620	13552	lGP063262	12597	57.02141	203	1
israchz040221E	11	1849.95593	1181.90654	1949.26338	1125.08411	rGP083620	1695	lGP083262	740	71.47557	893	2
israchz040221F	0	2088.29381	953.13084	1069.63064	985.570095	lGP074875	8828	rGP078377	9861	64.58341	55076.0	1
israchz040221F	1	1694.269675	402.523365	1431.951735	424.57944	lGP074875	27956	rGP078377	28989	69.90205	5852.0	1
israchz040221F	2	1755.27282	590.0373850000001	1475.221405	612.8037400000001	lGP074875	27956	rGP078377	28989	69.90205	5852.0	1
israchz040221F	3	2196.481635	264.018695	2042.18678	283.40187000000003	lGP074875	27956	rGP078377	28989	69.90205	5852.0	1
israchz040221F	4	2146.4596	816.626165	1719.32529	866.0	lGP074875	27956	rGP078377	28989	69.90205	5852.0	1
israchz040221F	5	1625.80483	1005.75701	1018.6107	1005.75701	lGP074875	27956	rGP078377	28989	69.90205	5852	8
israchz040221F	6	1715.0136400000001	948.317755	1218.40504	966.69159	lGP074875	28148	rGP078377	29181	69.95544	5852.0	1
israchz040221F	7	1531.95173	1018.4953250000001	1269.581325	1027.2242999999999	lGP074875	30095	rGP078377	31128	70.49682	893.0	1
israchz040221F	8	1492.18678	1453.943925	1053.3043	1439.028035	lGP074875	30298	rGP078377	31331	70.55326	893.0	1
israchz040221F	9	1386.04827	1204.635515	1271.135365	1196.11215	lGP074875	30388	rGP078377	31421	70.57829	893.0	1
israchz040221F	10	2039.34942	1394.99065	1382.6537250000001	1446.84112	lGP084875	7406	rGP088377	8439	73.06355	28209.0	2
israchz040221G	0	2386.21616	1122.24299	329.13326	1130.76636	lGOPR3263	28002	rGOPR3621	28852	7.78611	1288	1
israchz040221G	1	2303.9328450000003	1220.261685	1669.78384	1294.1308399999998	lGP043263	29758	rGP043621	30608	43.77651	893.0	1
israchz040221G	2	2251.441765	1214.57944	1153.3851	1257.1962600000002	lGP073263	9282	rGP073621	10132	64.70964	889.0	1
israchz040221G	3	2099.64323	965.98131	1251.27387	1000.07477	lGP073263	9282	rGP073621	10132	64.70964	889	4
israchz040221H	0	2102.48059	1184.74766	607.19412	1190.42991	lGP014876	5149	rGP018378	6349	10.30724	1288	1
israchz040221H	1	2391.18153	289.08411	1603.1553	298.31776	lGP034876	16836	rGP038378	18036	31.30794	1055.0	1
israchz040221H	2	1641.410285	951.7756999999999	1035.6348349999998	958.8785049999999	lGP054876	2543	rGP058378	3743	45.08476	438.0	1
israchz040221H	3	2125.17943	517.08411	1086.70724	536.97196	lGP054876	20227	rGP058378	21427	50.0019	54736	1
israchz040221H	4	2312.44491	471.62617	1815.90766	522.76636	lGP054876	20227	rGP058378	21427	50.0019	54736	1
israchz040221H	5	2641.57817	531.28972	2110.99265	579.58879	lGP054876	20227	rGP058378	21427	50.0019	54736	1
israchz040221H	6	1838.60651	417.64486	1415.8405	423.3271	lGP054876	20227	rGP058378	21427	50.0019	54736	1
israchz040221H	7	1455.56348	460.26168	1115.0808	446.05607	lGP054876	20227	rGP058378	21427	50.0019	54736	18
israchz040221H	8	2150.71563	286.95327	1963.45016	295.47664	lGP054876	20227	rGP058378	21427	50.0019	54736	1
israchz040221H	9	2380.992655	901.4158849999999	610.74082	923.45327	lGP054876	20464	rGP058378	21664	50.0678	54736.0	1
israchz040221H	10	1210.885625	327.93458	943.420775	348.03738	lGP054876	23240	rGP058378	24440	50.83968	54736.0	1
israchz040221H	11	1639.99161	495.77570000000003	1395.97901	505.71962499999995	lGP054876	23252	rGP058378	24452	50.84301	54736.0	1
israchz040221H	12	1517.402935	1425.53271	991.207765	1410.616825	lGP074876	4893	rGP078378	6093	63.48926	893.0	1
israchz040221H	13	1478.4616999999998	1469.214955	869.970615	1443.6448599999999	lGP074876	5023	rGP078378	6223	63.52541	893.0	1
israchz040221H	14	1965.856245	1412.392525	1330.210915	1452.8785050000001	lGP074876	12475	rGP078378	13675	65.59748	889.0	1
israchz040221H	15	1739.29906	1397.83178	723.52571	1375.1028	lGP074876	12475	rGP078378	13675	65.59748	889	9
israchz040221H	16	1257.95488	1027.186915	674.536205	1004.4112150000001	lGP074876	12490	rGP078378	13690	65.60165	889.0	1
israchz040221H	17	2317.410285	1325.4486	1712.110175	1428.018695	lGP074876	12687	rGP078378	13887	65.65642	889.0	1
israchz040221H	18	1686.32214	1007.8878500000001	1118.533055	1018.6542049999999	lGP074876	12929	rGP078378	14129	65.72371	889.0	1
israchz040221H	19	1686.6957	965.79439	932.6453300000001	964.719625	lGP074876	13097	rGP078378	14297	65.77043	889.0	1
israchz040221H	20	1700.299055	987.4485999999999	1086.084995	995.252335	lGP074876	13567	rGP078378	14767	65.90111	889.0	1
israchz040221H	21	791.62225	1162.01869	394.39244	1076.78505	lGP074876	20387	rGP078378	21587	67.79745	203	1
israchz040221H	22	1902.352575	1461.4018700000001	1111.55509	1491.588785	lGP074876	25385	rGP078378	26585	69.18717	203.0	1
israchz040221H	23	2479.8489	1153.49533	323.45855	1164.85981	lGP074876	25394	rGP078378	26594	69.18968	1278	1
israchz040221H	24	1685.5225599999999	918.01869	746.906615	913.9719600000001	lGP084876	1932	rGP088378	3132	71.54147	438.0	1
israchz091121A	0	1951.65582	973.72897	2274.423925	1025.74766	lGP013305	18331	rGP013661	17111	13.97257	4613.0	1
israchz091121A	1	2258.75656	968.2616800000001	2427.712485	1030.962615	lGP013305	18544	rGP013661	17323	14.0318	4613.0	1
israchz091121A	2	2506.44911	1067.75701	2599.3725050000003	1161.51402	lGP023305	5234	rGP023661	4013	19.20641	2500.0	1
israchz091121A	3	1978.010495	982.64486	2131.93599	1033.6261650000001	lGP023305	6223	rGP023661	5002	19.48141	2500.0	1
israchz091121A	4	2045.04302	994.71963	2206.41658	1055.64486	lGP023305	6223	rGP023661	5002	19.48141	2500	1
israchz091121A	5	2513.89717	1251.66355	2505.03043	1372.61682	lGP023305	31710	rGP023661	30490	26.56821	1753.0	1
israchz091121A	6	2301.4501600000003	1311.1775699999998	2140.11228	1409.90654	lGP023305	31785	rGP023661	30565	26.58906	1753.0	1
israchz091121A	7	2243.993705	1289.86916	2140.46695	1382.205605	lGP023305	31785	rGP023661	30565	26.58906	1753.0	1
israchz091121A	8	2184.7639	1213.15888	2207.46275	1306.91589	lGP033305	38	rGP023661	30738	26.63717	1753	2
israchz091121A	9	2266.1521549999998	873.523365	2599.72718	932.934575	lGP043305	5607	rGP043661	4386	37.06119	10994.0	1
israchz091121A	10	2069.3106	929.6355149999999	2417.4270699999997	983.3644850000001	lGP043305	5607	rGP043661	4386	37.06119	10994.0	1
israchz091121A	11	1955.0104900000001	881.57944	2330.533055	924.7850450000001	lGP043305	5607	rGP043661	4385	37.06119	10994.0	1
israchz091121A	12	2223.59811	880.13084	2566.38825	940.6915899999999	lGP043305	5718	rGP043661	4496	37.09205	10994.0	1
israchz091121A	13	2118.97062	817.27103	2525.95593	865.04673	lGP043305	5718	rGP043661	4496	37.09205	10994.0	1
israchz091121A	14	2200.669465	853.5140200000001	2594.761805	906.71028	lGP043305	5796	rGP043661	4574	37.11374	10994.0	1
israchz091121A	15	2142.733475	911.35514	2540.852045	969.2616849999999	lGP043305	6021	rGP043661	4799	37.17631	10994.0	1
israchz091121A	16	2093.789085	841.747665	2499.7103850000003	889.8598099999999	lGP043305	6021	rGP043661	4800	37.17631	10994.0	1
israchz091121A	17	2221.115425	857.728975	2597.9538300000004	912.588785	lGP043305	6021	rGP043661	4800	37.17631	10994.0	1
israchz091121A	18	2225.37146	859.50467	2618.87933	921.82243	lGP043305	6021	rGP043661	4800	37.17631	10994	4
israchz091121A	19	266.71144	733.00935	695.47534	712.1215	lGP043305	27383	rGP043661	26163	43.11613	26639	1
israchz091121A	20	1473.50892	565.66355	1801.674715	574.140185	lGP053305	18344	rGP053661	17124	49.47832	4545.0	1
israchz091121A	21	1549.408185	626.392525	1846.363065	638.7756999999999	lGP053305	18344	rGP053661	17124	49.47832	4545.0	1
israchz091121A	22	1347.95593	702.392525	1633.561385	713.35514	lGP053305	18344	rGP053661	17124	49.47832	4545.0	1
israchz091121A	23	1439.10598	698.13084	1858.06716	712.28972	lGP053305	18344	rGP053661	17124	49.47832	4545.0	1
israchz091121A	24	1206.700945	110.448595	1444.7681	114.0	lGP053305	18344	rGP053661	17124	49.47832	4545.0	1
israchz091121A	25	1391.38195	783.60748	1690.72823	796.523365	lGP053305	18344	rGP053661	17124	49.47832	4545.0	1
israchz091121A	26	1194.5403999999999	709.7383150000001	1557.727175	714.1308449999999	lGP053305	18344	rGP053661	17124	49.47832	4545.0	1
israchz091121A	27	1083.55404	654.8785049999999	1415.440715	656.439255	lGP053305	18344	rGP053661	17124	49.47832	4545.0	1
israchz091121A	28	995.95068	653.81308	1277.11962	642.58879	lGP053305	18344	rGP053661	17124	49.47832	4545	42
israchz091121B	0	1975.66632	1023.186915	1977.962225	1084.1308399999998	lGP014915	30274	rGP028416	101	17.29339	5444.0	1
israchz091121B	1	255.36201499999999	1219.700935	269.903465	1098.80374	lGP024915	29799	rGP028416	31546	26.03684	889.0	1
israchz091121B	2	254.652675	1342.074765	58.87513	1193.3925250000002	lGP024915	30007	rGP028416	31754	26.09468	889.0	1
israchz091121B	3	1013.0052450000001	1024.4485949999998	669.52256	980.280375	lGP034915	15752	rGP038416	17499	31.00653	4540.0	1
israchz091121B	4	612.75131	1157.85047	327.20252	1065.906545	lGP034915	15752	rGP038416	17499	31.00653	4540.0	1
israchz091121B	5	418.05037	1034.95327	196.13221499999997	938.429905	lGP034915	15864	rGP038416	17611	31.03767	4540.0	1
israchz091121B	6	1103.1573950000002	1085.03738	587.221405	1034.635515	lGP034915	15889	rGP038416	17636	31.04462	4540.0	1
israchz091121B	7	1540.87198	573.13084	2052.82686	586.81308	lGP064915	1557	rGP068416	3304	53.68613	121	1
israchz091121B	8	939.398745	818.69159	726.22141	787.03738	lGP064915	20668	rGP068416	22415	59.00005	55076.0	1
israchz091121B	9	1871.4480549999998	675.6448600000001	1918.163695	707.49533	lGP064915	20691	rGP068416	22438	59.00645	55076.0	1
israchz091121B	10	1825.39979	728.62617	1727.50262	755.38318	lGP064915	20691	rGP068416	22438	59.00645	55076.0	1
israchz091121B	11	1380.89822	1009.8785050000001	785.47849	987.766355	lGP064915	20691	rGP068416	22438	59.00645	55076.0	1
israchz091121B	12	1163.2822700000002	890.794395	748.82791	863.88785	lGP064915	20691	rGP068416	22438	59.00645	55076.0	1
israchz091121B	13	1555.705145	729.98131	1260.79748	738.01869	lGP064915	20691	rGP068416	22438	59.00645	55076.0	1
israchz091121B	14	869.98531	814.51402	640.65477	778.72897	lGP064915	20691	rGP068416	22438	59.00645	55076	7
israchz091121B	15	1219.223505	984.62617	671.97062	951.72897	lGP064915	20756	rGP068416	22503	59.02452	55076.0	1
israchz091121B	16	1032.67051	1104.56075	595.9958	1050.2990650000002	lGP064915	20835	rGP068416	22582	59.04649	55076.0	1
israchz091121B	17	1017.75446	837.859815	741.1783800000001	807.4018699999999	lGP064915	20931	rGP068416	22678	59.07318	55076.0	1
israchz091121B	18	700.57083	1229.205605	425.58552	1137.14019	lGP074915	15856	rGP078416	17603	66.53758	26639.0	1
israchz091121B	19	1618.77335	1044.1495300000001	1087.71983	1046.280375	lGP074915	31509	rGP088416	1336	70.88999	4761.0	1
israchz091121B	20	1629.231895	973.06542	1053.28751	978.35514	lGP084915	12708	rGP088416	14455	74.5378	28209.0	1
israchz091121C	0	691.41553	1022.570095	236.209865	974.233645	lGP033306	23424	rGP033662	24584	33.13977	4761.0	1
israchz091121C	1	2136.528855	554.01869	1655.59706	556.8598099999999	lGP033306	23618	rGP033662	24778	33.19372	4761.0	1
israchz091121C	2	1326.899265	910.588785	548.31899	897.457945	lGP033306	23670	rGP033662	24830	33.20818	4761.0	1
israchz091121C	3	1920.88982	767.102805	827.08919	771.3644850000001	lGP033306	23685	rGP033662	24845	33.21235	4761.0	1
israchz091121C	4	1686.80378	988.09346	1299.986355	999.962615	lGP033306	23788	rGP033662	24948	33.24099	4761.0	1
israchz091121C	5	433.900315	715.216825	577.69255	705.34953	lGP053306	12816	rGP053662	13976	47.94123	1005.0	1
israchz091121C	6	981.02938	708.8336449999999	995.90766	703.5196249999999	lGP053306	12816	rGP053662	13976	47.94123	1005.0	1
israchz091121C	7	1421.0954900000002	813.9700949999999	1433.180485	826.88972	lGP053306	12816	rGP053662	13976	47.94123	1005.0	1
israchz091121D	0	884.805875	1373.41869	714.02938	1293.753275	lGP014916	9657	rGP018417	11020	11.56072	5852.0	1
israchz091121D	1	1289.86149	1382.31776	889.72403	1343.78318	lGP014916	9863	rGP018417	11226	11.618	5852.0	1
israchz091121D	2	1285.37671	1122.9757	1389.59601	1119.38879	lGP014916	9863	rGP018417	11226	11.618	5852	1
israchz091121D	3	1075.8489	1136.38879	1174.54145	1111.19813	lGP014916	9863	rGP018417	11226	11.618	5852	1
israchz091121D	4	2366.35467	1258.61682	2264.20986	1372.26168	lGP014916	9863	rGP018417	11226	11.618	5852	2
israchz091121D	5	2050.12382	1436.915885	1526.70829	1502.90841	lGP014916	9925	rGP018417	11288	11.63523	5852.0	1
israchz091121D	6	2196.68206	1325.736445	1925.9978999999998	1424.3345800000002	lGP014916	9928	rGP018417	11291	11.63607	5852.0	1
israchz091121D	7	2234.96222	1024.59065	2389.05352	1116.56075	lGP074916	15651	rGP078417	17014	66.48058	55076	1
israchz091121D	8	1006.2665299999999	1229.4	726.0996849999999	1172.04486	lGP074916	20206	rGP078417	21569	67.74712	55076.0	1
israchz091121E	0	297.92235	1375.1028	113.49423	1289.86916	lGP013307	10900	rGP013663	11908	11.90634	5852	1
israchz091121E	1	1861.5425	1416.500935	1568.02833	1471.09907	lGP013307	13991	rGP013663	14999	12.76581	5852.0	1
israchz091121E	2	1242.264425	781.12617	836.3467999999999	802.919625	lGP073307	5935	rGP073663	6943	63.77899	4761.0	1
israchz091121F	0	1067.513115	1411.0411199999999	830.529905	1353.8598149999998	lGP044917	28901	rGP048418	30603	43.53822	5852.0	1
israchz091121F	1	280.94543500000003	1466.3514049999999	232.972715	1310.46355	lGP044917	29427	rGP048418	31129	43.68447	5852.0	1
israchz091121F	2	153.462745	1160.26729	68.70409500000001	1034.65234	lGP044917	30149	rGP048418	31851	43.88523	5852.0	1
israchz091121G	0	2635.90346	1298.39252	2491.19832	1440.4486	lGP013308	23194	rGP013664	24195	15.32475	438	1
israchz091121G	1	1674.94963	1317.859815	1486.56978	1348.940185	lGP033308	10322	rGP033664	11323	29.49669	5852.0	1
israchz091121G	2	2500.01259	1357.99439	2278.5425	1489.61495	lGP073308	15248	rGP073664	16249	66.36852	4538	1
israchz091121G	3	2447.1531999999997	1256.020565	2360.73977	1374.24673	lGP073308	15265	rGP073664	16266	66.37325	4538.0	1
israchz091121G	4	2622.546695	1279.59626	2594.923395	1414.60187	lGP073308	15296	rGP073664	16297	66.38187	4538.0	1
israchz091121H	0	1602.60231	561.85047	1745.450155	579.046725	lGP024918	6278	rGP028419	8502	19.4967	1005.0	1
israchz091121H	1	1331.94124	668.8785	1509.30115	674.4112150000001	lGP024918	6278	rGP028419	8502	19.4967	1005.0	1
israchz091121H	2	1156.57293	857.719625	1233.807975	844.7850450000001	lGP024918	6278	rGP028419	8502	19.4967	1005.0	1
israchz091121H	3	949.6694650000001	638.38318	814.9863600000001	622.04673	lGP024918	22158	rGP028419	24382	23.91222	7327.0	1
israchz091121H	4	2261.57083	380.672895	2227.75761	403.869155	lGP034918	27133	rGP038419	29357	34.17108	1933.0	1
israchz091121H	5	2170.487935	637.8224299999999	2488.715635	699.42056	lGP034918	27246	rGP038419	29470	34.2025	1933.0	1
israchz091121H	6	2040.05876	639.25234	2329.46905	681.86916	lGP034918	27262	rGP038419	29486	34.20695	1933	1
israchz091121H	7	2113.3788	233.990655	2331.946485	246.37383499999999	lGP034918	27347	rGP038419	29571	34.23059	1933.0	1
israchz091121H	8	2156.39035	411.96262	2675.62644	437.53271	lGP034918	27388	rGP038419	29612	34.24199	1933	1
israchz091121H	9	2167.5362	271.61681999999996	2564.96957	293.93458	lGP034918	27552	rGP038419	29776	34.28759	1933.0	1
israchz091121H	10	421.069255	693.64486	629.10388	647.95327	lGP044918	29739	rGP058419	43	43.77123	4761.0	1
israchz091121H	11	1668.1920249999998	933.95327	1078.195175	938.9906550000001	lGP044918	29739	rGP058419	43	43.77123	4761.0	1
israchz091121H	12	1271.330535	693.233645	1363.1175250000001	691.46729	lGP044918	29739	rGP058419	43	43.77123	4761.0	1
israchz091121H	13	246.140605	909.943925	286.57293	823.0	lGP044918	29770	rGP058419	74	43.77985	4761.0	1
israchz091121H	14	1243.4260199999999	919.57944	1088.8793249999999	910.7009350000001	lGP044918	29818	rGP058419	122	43.79319	4761.0	1
israchz091121H	15	535.42917	790.93458	530.65582	738.514015	lGP044918	30108	rGP058419	412	43.87383	4761.0	1
israchz091121H	16	2055.562435	762.102805	1652.44806	797.18692	lGP054918	19009	rGP058419	21233	49.66322	28209.0	1
israchz091121H	17	2410.3336849999996	618.2990649999999	2443.31794	679.233645	lGP054918	19009	rGP058419	21233	49.66322	28209.0	1
israchz091121H	18	1126.053515	804.64486	918.079745	789.794395	lGP054918	19009	rGP058419	21233	49.66322	28209.0	1
israchz091121I	0	1936.78384	966.345795	1271.9118600000002	991.35514	lGP013309	19618	rGP013665	20788	14.33043	5852.0	1
israchz091121I	1	2230.9548800000002	911.719625	1947.01574	954.71028	lGP013309	19618	rGP013665	20788	14.33043	5852.0	1
israchz091121I	2	2280.71144	1063.27103	1608.14376	1113.16822	lGP013309	19618	rGP013665	20788	14.33043	5852	2
israchz091121I	3	1523.84785	1012.61682	1526.56558	1028.2803749999998	lGP023309	14571	rGP023665	15741	21.80261	1005.0	1
israchz091121I	4	2014.811125	745.056075	1696.956975	764.953275	lGP073309	28459	rGP073665	29629	70.04192	55076.0	1
israchz091121I	5	1976.50682	832.06542	1771.792235	861.90654	lGP073309	28459	rGP073665	29629	70.04192	55076.0	1
israchz091121I	6	1382.052465	766.084115	937.92235	765.308415	lGP073309	28459	rGP073665	29629	70.04192	55076.0	1
israchz091121I	7	1540.589715	764.6635550000001	1202.86044	773.1214950000001	lGP073309	28459	rGP073665	29629	70.04192	55076.0	1
israchz091121I	8	1336.654775	842.79439	1029.42707	843.43925	lGP073309	28459	rGP073665	29629	70.04192	55076.0	1
israchz091121I	9	1247.242395	1001.102805	697.5068200000001	978.20561	lGP073309	28459	rGP073665	29629	70.04192	55076.0	1
israchz091121I	10	592.204615	943.07477	438.345225	905.6729	lGP073309	28459	rGP073665	29629	70.04192	55076.0	1
israchz091121I	11	1104.64113	823.49533	703.63799	817.59813	lGP073309	28459	rGP073665	29629	70.04192	55076	8
israchz091121I	12	2507.867785	853.149535	2210.01784	896.252335	lGP073309	28488	rGP073665	29658	70.04998	55076.0	1
israchz091121J	0	652.40189	1216.818695	494.04932	1126.98505	lGP014919	22244	rGP018420	23189	15.0606	2500.0	1
israchz091121J	1	730.78594	1182.8729	592.26548	1105.62056	lGP014919	22244	rGP018420	23189	15.0606	2500	2
israchz091121J	2	1339.637985	816.813085	1620.58342	825.035515	lGP024919	20556	rGP028420	21501	23.46678	1761.0	1
israchz091121J	3	48.16369	875.23738	445.23715	793.25794	lGP034919	1329	rGP038420	2274	26.99614	4545	1
israchz091121J	4	654.79958	822.43925	913.162645	781.02056	lGP034919	1405	rGP038420	2350	27.01727	4545.0	1
israchz091121J	5	542.653725	830.9850449999999	807.8635899999999	781.970095	lGP034919	1405	rGP038420	2350	27.01727	4545.0	1
israchz091121J	6	1132.54145	728.59626	1391.987405	721.863555	lGP034919	1405	rGP038420	2350	27.01727	4545.0	1
israchz091121J	7	409.02308	814.36822	734.90976	761.79252	lGP034919	1405	rGP038420	2350	27.01727	4545	1
